id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1007850,Afribode's Alexander Loft,5509428,Afribode,,Ward 115,-33.92368,18.42208,Entire home/apt,1086,2,5,2017-05-07,0.06,22,120,0,
1012627,Afribode's Acacia Place,5509428,Afribode,,Ward 115,-33.92439,18.42294,Entire home/apt,1166,1,11,2021-12-21,0.19,22,91,3,
1013146,Gorgeous and comfortable home with warm family,77323658,Andries,,Ward 59,-33.99796,18.46698,Private room,330,2,16,2019-01-19,0.16,4,336,0,
1019660,DUCKS CROSSING,5613711,Sandra,,Ward 73,-34.04447,18.4619,Entire home/apt,2400,2,0,,,1,365,0,
1022524,Clifton Beach House Seascape,5629456,Gavin,,Ward 54,-33.93998,18.3754,Entire home/apt,5500,3,10,2019-10-29,0.13,8,344,0,
1040292,Afribode's Antares Loft,5509428,Afribode,,Ward 115,-33.92344,18.42298,Entire home/apt,1166,2,3,2015-04-07,0.03,22,125,0,
1040329,Afribode's Cape Citi Loft,5509428,Afribode,,Ward 115,-33.92486,18.42288,Entire home/apt,1493,1,10,2021-11-17,0.11,22,32,2,
1041922,Affordable Six Bed Sea View Villa W/pool in Camps Bay,4073500,James,,Ward 54,-33.95875,18.38149,Entire home/apt,10500,2,46,2020-03-23,0.47,1,324,0,
1043446,Afribode's Life Loft,5509428,Afribode,,Ward 115,-33.92345,18.42201,Entire home/apt,1219,1,4,2022-02-06,0.04,22,99,2,
1044058,Afribode's Graffiti Loft,5509428,Afribode,,Ward 115,-33.92291,18.4234,Entire home/apt,1166,1,6,2022-02-02,0.06,22,114,1,
1044351,Afribode's Cape City View,5509428,Afribode,,Ward 115,-33.92483,18.42346,Entire home/apt,1166,1,2,2021-12-09,0.02,22,118,1,
1046677,Afribode's African Icon,5509428,Afribode,,Ward 115,-33.91901,18.42328,Entire home/apt,1166,1,5,2021-12-05,0.07,22,83,1,
1047449,Afribode's Aeicon Suite,5509428,Afribode,,Ward 115,-33.9185,18.42469,Entire home/apt,1166,1,3,2021-10-06,0.04,22,93,1,
1048451,Beautiful Beach Flat,5589045,Shereeze,,Ward 107,-33.82312,18.47778,Entire home/apt,1150,3,1,2014-01-04,0.01,1,365,0,
1049588,Afribode's Atlantic View Terrace,5509428,Afribode,,Ward 115,-33.91879,18.4229,Hotel room,1743,1,18,2022-01-21,0.18,22,53,1,
1049807,Afribode's Rockefeller Suite,5509428,Afribode,,Ward 115,-33.91525,18.41952,Hotel room,1257,2,10,2022-03-16,0.10,22,79,4,
1049961,Afribode's Adenium Beachfront,5509428,Afribode,,Ward 115,-33.90026,18.4045,Entire home/apt,1504,1,6,2022-03-20,0.06,22,87,5,
1058642,Camps Bay Guesthouse,5807357,Michaeljon,,Ward 54,-33.9514,18.38436,Entire home/apt,3126,2,192,2022-02-22,2.51,1,61,11,
1075794,Fabulous 1-Bedroom De Waterkant Apt. WiFi included,1852795,Jenny,,Ward 115,-33.91549,18.41952,Entire home/apt,1100,5,38,2022-01-10,0.36,3,244,5,
1081311,Double room available in Cape Town,5947217,Renate,,Ward 4,-33.86704,18.50602,Private room,319,1,98,2022-03-21,1.10,1,363,23,
1101917,Maximise Outdoor Living at a Tranquil Garden Hideaway,2789205,Martin,,Ward 62,-34.00644,18.42661,Entire home/apt,3324,5,74,2022-03-15,0.73,2,202,16,
1111212,SC TOPDECK,6099617,Swen,,Ward 100,-34.16258,18.86784,Entire home/apt,1917,7,17,2020-01-03,0.17,1,325,0,
1113647,Bungalow Beach Villa - Cape Town,6111977,Frankie,,Ward 61,-34.12859,18.33909,Entire home/apt,8300,5,0,,,34,364,0,
1123135,Top Floor 2 bed 2 bathroom luxury in Greenpoint,6022497,Ben,,Ward 115,-33.91093,18.4099,Entire home/apt,2163,5,20,2020-02-19,0.19,1,163,0,
1176660,"116 Nottingham Square - Contemporary Duplex with Balcony, Parking and Washer",2516345,Jaco,,Ward 4,-33.86715,18.50101,Entire home/apt,1443,30,6,2019-12-18,0.11,65,0,0,
1182416,905 The Decks on Long Street,5808514,Brad,,Ward 115,-33.92179,18.42015,Entire home/apt,1300,3,26,2020-06-09,0.33,3,117,0,
1191976,Unwind at a Bespoke Sea View Studio near the V&A Waterfront,3809204,Chantal,,Ward 115,-33.89995,18.40758,Entire home/apt,1800,7,31,2022-02-14,0.31,7,141,2,
1194568,"Roomy Art Deco flat, Fresnaye/Sea Point, Cape Town",6527833,Isa,,Ward 54,-33.92085,18.38632,Entire home/apt,1018,3,24,2022-03-24,0.25,1,148,4,
1214813,Philip Flat: Pet friendly & WiFi,6594357,Carol,,Ward 77,-33.93494,18.43075,Entire home/apt,561,1,13,2022-03-05,0.13,2,23,1,
1234685,Terrace Apartment,6732291,Peter,,Ward 54,-33.92027,18.39092,Entire home/apt,1850,5,9,2022-02-05,0.09,1,342,1,
1236257,Bowden Palace | Big Room #1,6053919,James,,Ward 57,-33.94098,18.46999,Private room,400,7,34,2022-02-19,0.37,1,329,3,
1241945,Merridew - Walking distance to Camps Bay Beach,6632489,Turnkey365,,Ward 54,-33.96088,18.37709,Entire home/apt,8925,4,12,2022-02-25,0.12,33,278,6,
1253226,Gorgeous Villa with Sea Views,6632489,Turnkey365,,Ward 54,-33.95505,18.38254,Entire home/apt,10625,4,13,2021-09-27,0.16,33,290,1,
1282324,"Light + simple apartment, Sea point, Cape Town",6871502,Celeste,,Ward 54,-33.91231,18.39421,Entire home/apt,800,5,3,2019-01-03,0.03,1,360,0,
1285950,"Navine's Homestay, Economy Double",1354282,Navine,,Ward 63,-34.00812,18.5157,Shared room,480,5,0,,,3,118,0,
1298275,Magic Camps Bay Suite 1,7059452,Irmgard,,Ward 54,-33.95814,18.38714,Entire home/apt,1600,3,13,2020-02-09,0.13,2,271,0,
1318508,Charming Atlantic Seaboard cottage,2900415,Christophe,,Ward 54,-33.9235,18.38829,Entire home/apt,980,2,9,2022-02-20,0.12,2,298,1,
1331150,Stylish Flat overlooking Noordhoek Beach,2280049,Catherine,,Ward 69,-34.13944,18.38524,Entire home/apt,1000,2,21,2021-06-22,0.23,1,172,4,
1331613,"Self Cater in Rondebosch, Cape Town",7223146,Wendy,,Ward 58,-33.97327,18.49164,Entire home/apt,1104,2,113,2021-12-19,1.09,2,332,8,
1333749,sea view apartment,7231028,Barbara,,Ward 54,-33.95712,18.38302,Entire home/apt,1438,1,118,2020-03-02,1.16,2,147,0,
1341368,#2  Centre Cape Town 165 Buitenkant st Gardens,7275959,George,,Ward 77,-33.93322,18.41967,Private room,800,4,90,2022-03-14,0.91,2,67,1,
1348581,Deluxe Double /with Self catering,3006485,Gordon,,Ward 115,-33.91299,18.41547,Private room,758,2,6,2022-03-07,0.08,3,358,2,
1380178,Beautiful Kloof Street Bachelor Pad,7474571,Lukas,,Ward 115,-33.93327,18.41026,Entire home/apt,436,2,3,2020-02-19,0.09,1,0,0,
1389685,"Style, Comfort, Views, Location!",5460980,Karen,,Ward 23,-33.80808,18.46872,Entire home/apt,1200,3,108,2020-12-13,1.10,1,1,0,
1410077,A heaven of peace and relaxation !,7603872,Adi,,Ward 69,-34.09757,18.36212,Entire home/apt,7188,2,11,2022-03-24,0.12,1,337,6,
1469709,Lovely 1-Bedroom De Waterkant Apt. WiFi included,1852795,Jenny,,Ward 115,-33.91483,18.41812,Entire home/apt,1300,5,25,2021-10-20,0.25,3,35,3,
1495471,Private room at Mountview B&B,7849376,Joe,,Ward 54,-33.91864,18.39252,Private room,1795,1,5,2019-01-23,0.05,1,365,0,
1513030,"Mountain villa: beach, views & nature",212014848,Ashley,,Ward 64,-34.10528,18.46491,Entire home/apt,2001,3,174,2021-06-20,1.69,2,155,7,
1519294,Spectacular Clifton 1st Beach Penthouse.,8109114,Margot,,Ward 54,-33.9352,18.3786,Entire home/apt,3199,3,61,2021-12-05,0.61,1,164,6,
1522461,Kalk Bay Cottage,3007248,Florian,,Ward 64,-34.12495,18.44915,Private room,2486,1,3,2014-05-12,0.03,21,209,0,
1557974,"Constantia Valley, comfortable room",8293590,Jon,,Ward 62,-34.01135,18.44751,Private room,600,2,8,2020-02-25,0.10,1,365,0,
1558929,Mouille Point Seafront Located 1 BedRM apartment,8297457,Gordon,,Ward 115,-33.89994,18.40146,Entire home/apt,958,5,54,2022-03-06,0.53,2,67,13,
1571355,2 bedroom apartment amazing views Albatross House,8355528,Andre,,Ward 61,-34.19611,18.42819,Entire home/apt,1871,1,13,2021-12-29,0.29,3,328,8,
1585664,Cape Town Mouille Point 2 bedRM Apartment SEAFRONT,8297457,Gordon,,Ward 115,-33.89786,18.40297,Entire home/apt,1438,5,48,2022-02-09,0.46,2,295,2,
1587516,Newly renovated apartment in Sea Point,8463032,Tanya,,Ward 54,-33.91369,18.39511,Entire home/apt,4500,2,1,2020-02-10,0.04,1,363,0,
1595157,Cape Point Cottage,8507045,Rosalind,,Ward 61,-34.25267,18.4742,Entire home/apt,1024,2,96,2022-03-24,0.95,2,337,29,
1595205,Kalk Bay Apartment with Harbour Views,8507293,Louise,,Ward 64,-34.12632,18.4511,Entire home/apt,1713,2,76,2022-03-13,0.76,3,138,25,
1616731,"Beautiful views, pool & balcony with dbl bedroom.",8603797,Nicky,,Ward 115,-33.91108,18.41112,Entire home/apt,2000,2,4,2013-12-11,0.04,1,331,0,
1617827,Entire home to rent in Cape Town,3098825,Daniel,,Ward 77,-33.93993,18.42901,Entire home/apt,4650,5,3,2019-01-05,0.03,1,365,0,
1625734,Fabulous Family House Excellent Internet Tranquil Pool&Patio,8643899,Linda,,Ward 62,-34.03014,18.42844,Entire home/apt,6300,7,4,2021-10-31,0.10,4,308,1,
1626659,Big Bay La Paloma - 2 bedroom suite,5646468,Madeleine,,Ward 23,-33.780788,18.454124,Private room,929,1,8,2020-12-13,0.08,2,149,0,
1642108,Guinea Fowl House Kommetjie,8718245,Michele,,Ward 61,-34.13829,18.32878,Entire home/apt,3500,2,2,2022-01-02,0.13,4,5,1,
1642844,"Classic Victorian Home, views over the Ocean !",8721135,James,,Ward 115,-33.90916,18.40478,Entire home/apt,9400,6,1,2014-01-09,0.01,1,363,0,
1643042,❤︎Executive living surrounded by Street Art Murals,8721830,Dencel,,Ward 57,-33.93249,18.46177,Entire home/apt,779,2,24,2022-02-27,0.32,21,333,9,
1643095,Junior Suite next to the beach,59342,Georg,,Ward 4,-33.85891,18.49011,Private room,2396,5,2,2015-04-07,0.02,6,256,0,
1644384,Spacious Family Home in Claremont,8727158,Elmarie,,Ward 58,-33.97787,18.48628,Entire home/apt,3500,10,2,2019-01-03,0.02,1,30,0,
1653819,"Market House, Flat 402.",7080534,Connell Davids,,Ward 115,-33.92213,18.41945,Entire home/apt,479,3,217,2022-03-03,2.14,1,156,10,
1658671,Villa Pascal Guest House,8774137,Eugene,,Ward 112,-33.83539,18.65612,Private room,1000,1,1,2018-07-06,0.02,1,85,0,
1666477,Largo House guest suite,73439,Beverley,,Ward 59,-33.97997,18.45622,Entire home/apt,509,2,153,2022-03-04,1.50,3,306,32,
1681507,LOCATION LOCATION LOCATION !,8892927,Julio,,Ward 115,-33.91055,18.41124,Private room,750,14,0,,,1,365,0,
1684466,Casa Bianca - Luxury Family Villa Near to Camps Bay Beach,8906630,Susan & Eric,,Ward 54,-33.94968,18.38149,Entire home/apt,8500,4,112,2022-01-02,1.22,5,228,11,
1684882,Modern city loft with large terrace,144553,Hans,,Ward 57,-33.93848,18.45906,Entire home/apt,2156,2,89,2022-02-28,0.87,4,250,8,
1689925,Living like a Hollywood Star...,59342,Georg,,Ward 4,-33.85812,18.49043,Private room,3993,5,1,2016-09-24,0.01,6,288,0,
1690757,Spacious studio with sunny deck in Tamboerskloof,5676433,Fiona,,Ward 77,-33.92457,18.40467,Entire home/apt,468,7,71,2022-03-11,0.70,4,143,1,
1694115,African Vibes - The Blue Suite,8908046,African Vibes,,Ward 107,-33.8111,18.50279,Private room,800,30,0,,,1,364,0,
1706106,ocean12_ beach apartment_OnShore,9004230,Katja,,Ward 4,-33.8569,18.48995,Private room,2800,3,9,2019-12-30,0.09,6,345,0,
1706299,living with friends in paradise,59342,Georg,,Ward 4,-33.85812,18.49043,Entire home/apt,9233,6,10,2021-10-02,0.10,6,193,4,
1706390,Modern luxury 2 bed city apartment,5808514,Brad,,Ward 115,-33.92569,18.41474,Entire home/apt,960,2,84,2020-03-22,0.82,3,0,0,
1707166,The Cape Cottage Simon's Town,9008122,Derek,,Ward 61,-34.20985,18.45649,Entire home/apt,1952,4,33,2022-03-05,0.34,1,316,7,
1712959,Sandown Sojourn Cozy Garden Cottage,9034479,Claire,,Ward 58,-33.98049,18.47595,Entire home/apt,550,3,22,2022-01-12,0.22,1,339,1,
1716454,Contemporary luxury,7731329,Andre,,Ward 74,-34.02665,18.34216,Entire home/apt,4950,7,61,2022-01-05,0.61,1,348,1,
1723346,WELL FINISHED AND COMFORTABLE APARTMENT,1492767,Paul,,Ward 54,-33.92203,18.3826,Entire home/apt,550,7,28,2022-03-05,0.28,2,331,3,
1739061,"Tranquil, secluded garden bedsit on mountain edge",5676433,Fiona,,Ward 77,-33.92476,18.40415,Entire home/apt,479,6,66,2022-03-04,0.64,4,157,8,
1751488,Large Family friendly Beach House,7675295,Ania & Jurgen,,Ward 23,-33.7857,18.45472,Entire home/apt,958,180,29,2021-06-30,0.30,1,87,1,
1755734,Ethnic Ararb LongTerm-Bedroom w/ private bathroom,9233395,Pier,,Ward 115,-33.9091,18.40191,Private room,321,28,2,2022-02-20,0.25,6,361,2,
1755739,The Piazza 2 B/Rms Free Fiber Wi _ - heart of CPT,9233395,Pier,,Ward 115,-33.92544,18.42176,Entire home/apt,700,30,40,2022-02-28,0.40,6,331,6,
1762010,"Views, trees, peace",9261843,Jonathan,,Ward 69,-34.09774,18.36616,Entire home/apt,3214,1,28,2021-01-14,0.28,1,326,0,
1765078,Villa in Constantia Cape Town,9276519,Janine,,Ward 62,-34.01189,18.43118,Entire home/apt,25000,6,7,2020-01-04,0.11,1,5,0,
1773094,Beautiful views; very well located,2006171,David,,Ward 115,-33.91129,18.40263,Entire home/apt,14542,3,120,2022-01-07,1.20,1,256,13,
1777153,PEAK VIEW APARTMENT.,2523680,Ada,,Ward 77,-33.93903,18.4182,Entire home/apt,399,28,89,2022-03-09,0.87,2,75,6,
1779152,Top Floor Apartment With Home Office & Fiber WIFI,4504150,Simon,,Ward 54,-33.92038,18.38706,Entire home/apt,717,1,55,2022-01-08,0.62,1,309,12,
1784246,Country cottage at the sea,9364904,Beverley,,Ward 69,-34.1364,18.36014,Entire home/apt,1000,3,15,2022-01-14,0.15,1,118,3,
1785395,Beautiful Apartment near Cape Town: INTABA,9370310,Tino & Anja,,Ward 15,-34.07684,18.83049,Hotel room,950,3,2,2015-01-23,0.02,3,153,0,
1794790,Open-plan garden flat + sunny patio,5676433,Fiona,,Ward 77,-33.92469,18.40467,Entire home/apt,534,6,50,2021-12-30,0.49,4,253,4,
1795017,Boutique Resort SALTY BREEZE: Garden Apartment,9416174,Birgit,,Ward 107,-33.81977,18.48508,Entire home/apt,958,5,20,2022-01-09,0.27,4,360,7,
1795087,Explore CT from the funkiest home in Green Point,8019832,Carin,,Ward 115,-33.9085,18.40763,Private room,500,2,164,2022-03-12,1.60,1,102,5,
1795805,Private flatlet close to everything,9047137,Hanlie,,Ward 57,-33.93499,18.45478,Entire home/apt,354,2,82,2022-03-21,1.10,1,331,6,
1796238,EXQUISITE VIEWS - HISTORIC BO KAAP,9421088,Tracy,,Ward 77,-33.92335,18.41225,Entire home/apt,2800,7,6,2020-01-08,0.07,2,27,0,
1808811,Magnificent Table Mountain views,9478902,Gus,,Ward 77,-33.92914,18.40186,Private room,553,3,43,2022-03-21,0.43,2,364,4,
1812692,Stunning 100m2 Beach Style Apartment/300m to beach,9416174,Birgit,,Ward 107,-33.82376,18.48177,Entire home/apt,958,5,14,2022-02-24,0.20,4,330,5,
1821200,Sundowners B,9534747,Sandy & Eugene,,Ward 74,-34.01149,18.33514,Entire home/apt,1604,2,26,2022-01-17,0.35,2,136,7,
1823433,Seafacing twin room Villa Sunshine,9545705,Henning,,Ward 54,-33.92333,18.38129,Private room,2250,1,3,2022-01-01,0.04,7,365,1,
1833451,Boutique Resort SALTY BREEZE: Garden Cottage,9416174,Birgit,,Ward 107,-33.81995,18.48518,Entire home/apt,639,3,18,2021-12-16,0.21,4,363,3,
1834106,Dutch-Style Farmhouse Cottage with Tropical Garden,1141317,Bettina,,Ward 77,-33.93409,18.40895,Entire home/apt,3204,2,76,2020-09-28,0.80,4,0,0,
1852938,"5 Star loft, private outdoor patio,charming & safe",9675094,Frank,,Ward 115,-33.91288,18.41833,Entire home/apt,2471,1,187,2022-03-15,1.84,3,361,18,
1853069,Boutique City View Loft with Communal Pool and BBQ Area,2516345,Jaco,,Ward 115,-33.91274,18.41415,Entire home/apt,1889,3,9,2020-12-30,0.09,65,350,0,
1853122,Knightsbridge 407,3961453,Blouberg Holiday Rentals,,Ward 55,-33.8895,18.50963,Entire home/apt,1950,2,8,2022-02-28,0.13,74,294,4,
1863057,Admire Table Bay from a Contemporary Hideaway,9715719,Anton,,Ward 115,-33.91234,18.40163,Entire home/apt,6900,3,21,2018-12-02,0.21,1,193,0,
1863156,Mountain Nest  -,6036284,Michelle,,Ward 59,-33.96152,18.46812,Private room,689,2,3,2019-03-31,0.04,4,90,0,
1863625,Bishopscourt home holiday rental,8732631,Shawn,,Ward 62,-33.98795,18.4502,Entire home/apt,2300,14,5,2022-01-05,0.05,1,333,1,
1871147,"31 Rhodora - Beachfront Flat. Balcony, Parking and Free WiFi",2516345,Jaco,,Ward 115,-33.89967,18.40454,Entire home/apt,1395,3,20,2022-03-19,0.20,65,330,4,
1871897,Secure* SOLAR*Deep cleaning*Uncapped WiFi,9752740,Rixie,,Ward 1,-33.8782,18.57935,Entire home/apt,596,6,20,2022-03-16,0.23,2,354,6,
1874931,2Bed CBD Apartment free WiFi Parking Pool Aircon,17203604,Shadley,,Ward 115,-33.92717,18.41388,Entire home/apt,1500,3,25,2021-12-01,0.33,6,345,1,
1877613,Luxury Green Point Apartment for 4,9778760,Darryl,,Ward 115,-33.91081,18.41492,Entire home/apt,974,2,433,2022-03-14,4.25,1,287,51,
1888732,Afribode's Willouw Loft,5509428,Afribode,,Ward 115,-33.92511,18.4222,Entire home/apt,1166,1,11,2021-03-22,0.11,22,118,0,
1889201,Summerseat Villa - Cape Town,9433430,Jeanine,,Ward 77,-33.93877,18.40163,Entire home/apt,2000,4,100,2020-03-07,1.01,1,21,0,
1899099,Double in stylish retro Woodstock house,9864017,Laura,,Ward 115,-33.92956,18.44891,Private room,488,2,41,2020-02-29,0.41,2,89,0,
1904760,Cape Point Mountain Getaway,8507045,Rosalind,,Ward 61,-34.239971,18.475306,Entire home/apt,1650,2,91,2022-03-22,0.92,2,320,30,
1910455,Safe*Family friendly*Central*Solar*Uncapped  WiFi,9752740,Rixie,,Ward 1,-33.87735,18.5791,Entire home/apt,966,4,30,2022-01-04,0.30,2,353,1,
1921759,East of Eden,9960137,Margarete,,Ward 115,-33.91323,18.41593,Entire home/apt,1038,5,32,2022-01-24,0.32,1,331,5,
1923621,Collector's pad with great city & mountain views,2620481,Gary,,Ward 115,-33.92466,18.42227,Entire home/apt,777,5,61,2022-03-20,0.61,1,213,4,
1927846,Large family home with lovable cat,9985850,Nicole,,Ward 64,-34.13835,18.42315,Entire home/apt,1900,10,5,2022-01-02,0.05,1,115,1,
1930799,A Loft Suspended Between Mountain and Sea,2065270,Mark,,Ward 64,-34.13046,18.44659,Entire home/apt,1029,2,125,2022-02-09,1.83,1,288,19,
1932666,"Charming garden cottage, central",7447391,Connie,,Ward 77,-33.93698,18.40311,Entire home/apt,1500,2,144,2022-03-22,1.44,2,328,17,
1933826,An African experience in Cape Town,10008751,Rensche,,Ward 71,-34.07171,18.44899,Entire home/apt,895,3,6,2021-12-10,0.06,1,365,1,
1935076,The perfect place to stay and meet,4397998,Adam,,Ward 77,-33.93018,18.40551,Private room,379,2,36,2021-12-10,0.42,14,353,1,
1936884,5 STAR for 4 in the heart of city.,9568214,Matilde,,Ward 115,-33.92118,18.4228,Entire home/apt,815,30,0,,,1,0,0,
1939832,"Loloho Lodge Guest House, Sea Point",10034134,Frank,,Ward 54,-33.91294,18.39317,Private room,1070,2,1,2018-11-19,0.02,1,89,0,
1942398,Historical Farmhouse In Cape Town,1141317,Bettina,,Ward 115,-33.93291,18.40951,Entire home/apt,5885,7,3,2022-02-21,0.05,4,281,1,
1943173,Contemporary 2 bed 2 bath apartment,10051123,Lisa,,Ward 54,-33.95756,18.38314,Entire home/apt,2376,2,32,2020-03-29,0.32,2,331,0,
1945481,The Pumpkin Palace (C 1901) Cape Town City Bowl,358366,Jayson,,Ward 57,-33.93484,18.4522,Entire home/apt,990,3,49,2022-02-18,0.49,1,356,2,
1945888,Designer studio in Camps Bay -  aircon & fibre.,6249106,Carol,,Ward 54,-33.95107,18.38323,Entire home/apt,750,1,263,2022-03-21,2.60,2,328,51,
1948161,"Cosy, Romantic 1BD with City Views",10074617,Stefan And Anke,,Ward 77,-33.93672,18.4063,Entire home/apt,719,28,49,2016-06-14,0.49,1,239,0,
1950903,Holiday Flat in lovely Kommetjie,3397090,Katja,,Ward 61,-34.1385,18.32921,Entire home/apt,671,3,6,2022-03-19,0.12,1,364,1,
1952529,Private Room at Once in Cape Town,10095227,Ruth,,Ward 115,-33.93072,18.41172,Private room,324,1,18,2021-09-16,0.18,2,31,2,
1955247,** Mouille Point luxury with stunning views **,2006066,Glen,,Ward 115,-33.90326,18.39969,Entire home/apt,893,3,149,2022-01-23,1.48,1,73,11,
1957313,Stunning Sea View Flat in Sea Point,10094983,Christoph,,Ward 54,-33.91531,18.39673,Entire home/apt,926,10,33,2020-02-14,0.33,1,150,0,
1982193,"Amazing Views, Spacious Apartment",10228371,Kirsty,,Ward 77,-33.92739,18.40704,Entire home/apt,1143,2,39,2020-02-15,0.39,1,30,0,
1990771,"332 The Square - Spacious City Studio with Free WiFi, Parking and Gym",2516345,Jaco,,Ward 115,-33.92805,18.42225,Entire home/apt,1162,3,5,2020-02-10,0.05,65,349,0,
1992333,Inn Africa Beachfront Self Catering,5155091,Candace,,Ward 23,-33.80664,18.46646,Entire home/apt,1357,3,48,2022-01-15,0.48,1,61,2,
1992493,House Lion Street,10251402,Jana,,Ward 77,-33.92331,18.41138,Entire home/apt,590,60,0,,,1,239,0,
1996591,Cape Town Penthouse with Views,10288729,James,,Ward 115,-33.92531,18.42166,Entire home/apt,1064,2,195,2021-03-27,1.95,1,159,0,
1999406,Walk the Promenade from an Elegant Flat in Bantry Bay,10300093,Louise,,Ward 54,-33.92698,18.37881,Entire home/apt,3316,5,31,2022-03-12,0.31,2,312,4,
2000857,Uber Luxe Apartment near Saunders Rock Bantry Bay,10300093,Louise,,Ward 54,-33.92431,18.37962,Entire home/apt,2480,3,104,2022-03-20,1.04,2,323,18,
2007991,Charming house & beautiful garden,9599348,Joy,,Ward 77,-33.91742,18.41379,Entire home/apt,800,3,27,2021-01-05,0.27,1,0,0,
2013198,Beautiful & Spacious apartment,9551786,Kat,,Ward 115,-33.90789,18.39683,Entire home/apt,1100,3,36,2022-02-22,0.36,1,338,4,
2015634,"ONE ON HOUGHTON, CAMPS BAY",10367192,Glenn,,Ward 54,-33.96141,18.37607,Entire home/apt,12000,2,32,2021-12-04,0.33,1,354,5,
2025227,Birds eye view beautiful Cape Town 2 bed Apartment,9478902,Gus,,Ward 77,-33.92805,18.40293,Entire home/apt,2472,7,7,2020-01-03,0.07,2,364,0,
2030139,Beauty View,10425446,Carsten,,Ward 100,-34.15603,18.88832,Entire home/apt,911,1,0,,,1,364,0,
2037869,Schön und Sichere Wohnung im City 1,6077036,Gideon,,Ward 77,-33.92058,18.41529,Private room,799,3,150,2022-02-23,1.50,3,71,5,
2040738,Bishopscourt home overlooking Constantia vineyards,10467069,Carolyn,,Ward 62,-33.99849,18.4492,Entire home/apt,3000,14,4,2017-02-18,0.05,1,362,0,
